order_id,order_date,day_name,store_location,product_category,quantity,unit_price,discount_percent,sales,cost,profit,payment_method,wait_time,customer_rating,
1052,3/1/2026,Saturday,Sydney CBD,Coffee,1.0,4.5,0.00,$4.50,$2.39,$2.11,Card,11.0,4.0,
1053,3/1/2026,Saturday,Sydney CBD,Muffin,3.0,5.0,5.00,$14.25,$7.68,$6.57,Cash,6.0,5.0,
1054,3/1/2026,Saturday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$4.84,$4.66,Card,9.0,4.0,
1055,3/1/2026,Saturday,Sydney CBD,Tea,3.0,4.0,0.00,$12.00,$6.12,$5.88,Card,9.0,3.0,
1056,3/1/2026,Saturday,Sydney CBD,Muffin,1.0,5.0,15.00,$4.25,$1.84,$2.41,Mobile Pay,10.0,5.0,
1057,3/1/2026,Saturday,Sydney CBD,Iced Coffee,1.0,5.5,5.00,$5.22,$2.81,$2.41,Cash,10.0,4.0,
1058,3/1/2026,Saturday,Sydney CBD,Sandwich,1.0,9.5,5.00,$9.03,$3.68,$5.35,Card,8.0,5.0,
1059,3/1/2026,Saturday,Sydney CBD,Tea,1.0,4.0,0.00,$4.00,$1.60,$2.40,Card,9.0,5.0,
1060,3/1/2026,Saturday,Sydney CBD,Croissant,1.0,6.0,10.00,$5.40,$2.00,$3.40,Cash,8.0,5.0,
1061,3/1/2026,Saturday,Parramatta,Muffin,1.0,5.0,10.00,$4.50,$2.45,$2.05,Card,8.0,4.0,
1062,3/1/2026,Saturday,Parramatta,Sandwich,2.0,9.5,0.00,$19.00,$10.41,$8.59,Card,9.0,5.0,
1063,3/1/2026,Saturday,Parramatta,Coffee,1.0,4.5,5.00,$4.27,$1.71,$2.56,Mobile Pay,6.0,5.0,
1064,3/1/2026,Saturday,Parramatta,Sandwich,4.0,9.5,0.00,$38.00,$18.56,$19.44,Card,9.0,3.0,
1065,3/1/2026,Saturday,Parramatta,Iced Coffee,1.0,5.5,0.00,$5.50,$2.33,$3.17,Card,5.0,4.0,
1066,3/1/2026,Saturday,Parramatta,Tea,1.0,4.0,0.00,$4.00,$1.67,$2.33,Cash,11.0,3.0,
1067,3/1/2026,Saturday,Parramatta,Croissant,2.0,6.0,0.00,$12.00,$6.06,$5.94,Mobile Pay,11.0,4.0,
1068,3/1/2026,Saturday,Parramatta,Coffee,1.0,4.5,0.00,$4.50,$2.14,$2.36,Mobile Pay,8.0,3.0,
1069,3/1/2026,Saturday,Parramatta,Iced Coffee,2.0,5.5,5.00,$10.45,$5.49,$4.96,Card,7.0,5.0,
1070,3/1/2026,Saturday,Parramatta,Tea,2.0,4.0,0.00,$8.00,$2.87,$5.13,Mobile Pay,7.0,5.0,
1071,3/1/2026,Saturday,Parramatta,Sandwich,1.0,9.5,5.00,$9.03,$4.07,$4.96,Card,11.0,5.0,
1072,3/1/2026,Saturday,Parramatta,Sandwich,2.0,9.5,10.00,$17.10,$8.32,$8.78,Card,6.0,5.0,
1073,3/1/2026,Saturday,Chatswood,Coffee,1.0,4.5,0.00,$4.50,$2.44,$2.06,Card,4.0,3.0,
1074,3/1/2026,Saturday,Chatswood,Sandwich,1.0,9.5,0.00,$9.50,$3.83,$5.67,Card,10.0,5.0,
1075,3/1/2026,Saturday,Chatswood,Sandwich,3.0,9.5,10.00,$25.65,$9.45,$16.20,Card,5.0,5.0,
1076,3/1/2026,Saturday,Chatswood,Tea,1.0,4.0,5.00,$3.80,$1.51,$2.29,Cash,5.0,5.0,
1077,3/1/2026,Saturday,Chatswood,Muffin,3.0,5.0,0.00,$15.00,$7.98,$7.02,Card,8.0,5.0,
1078,3/1/2026,Saturday,Chatswood,Coffee,2.0,4.5,0.00,$9.00,$4.32,$4.68,Mobile Pay,7.0,5.0,
1079,3/1/2026,Saturday,Chatswood,Croissant,1.0,6.0,0.00,$6.00,$2.68,$3.32,Cash,9.0,4.0,
1080,3/1/2026,Saturday,Chatswood,Tea,2.0,4.0,0.00,$8.00,$3.55,$4.45,Mobile Pay,6.0,5.0,
1081,3/1/2026,Saturday,Chatswood,Iced Coffee,1.0,5.5,0.00,$5.50,$2.45,$3.05,Cash,8.0,5.0,
1082,3/1/2026,Saturday,Chatswood,Tea,1.0,4.0,10.00,$3.60,$1.93,$1.67,Card,7.0,3.0,
1083,4/1/2026,Sunday,Sydney CBD,Sandwich,1.0,9.5,10.00,$8.55,$3.22,$5.33,Mobile Pay,9.0,5.0,
1084,4/1/2026,Sunday,Sydney CBD,Tea,1.0,4.0,10.00,$3.60,$1.61,$1.99,Card,4.0,3.0,
1085,4/1/2026,Sunday,Sydney CBD,Muffin,2.0,5.0,0.00,$10.00,$4.95,$5.05,Cash,6.0,4.0,
1086,4/1/2026,Sunday,Sydney CBD,Coffee,1.0,4.5,0.00,$4.50,$1.93,$2.57,Card,7.0,5.0,
1087,4/1/2026,Sunday,Sydney CBD,Sandwich,1.0,9.5,5.00,$9.03,$3.62,$5.41,Card,10.0,5.0,
1088,4/1/2026,Sunday,Sydney CBD,Tea,3.0,4.0,5.00,$11.40,$5.94,$5.46,Card,7.0,4.0,
1089,4/1/2026,Sunday,Sydney CBD,Sandwich,1.0,9.5,10.00,$8.55,$3.42,$5.13,Cash,8.0,4.0,
1090,4/1/2026,Sunday,Sydney CBD,Muffin,3.0,5.0,5.00,$14.25,$6.79,$7.46,Mobile Pay,10.0,5.0,
1091,4/1/2026,Sunday,Parramatta,Iced Coffee,2.0,5.5,0.00,$11.00,$5.46,$5.54,Cash,5.0,5.0,
1092,4/1/2026,Sunday,Parramatta,Muffin,1.0,5.0,10.00,$4.50,$1.69,$2.81,Cash,9.0,5.0,
1093,4/1/2026,Sunday,Parramatta,Tea,1.0,4.0,5.00,$3.80,$2.07,$1.73,Mobile Pay,6.0,4.0,
1094,4/1/2026,Sunday,Parramatta,Sandwich,1.0,9.5,0.00,$9.50,$3.63,$5.87,Cash,11.0,4.0,
1095,4/1/2026,Sunday,Parramatta,Croissant,1.0,6.0,10.00,$5.40,$2.97,$2.43,Card,7.0,4.0,
1096,4/1/2026,Sunday,Parramatta,Iced Coffee,1.0,5.5,0.00,$5.50,$2.19,$3.31,Mobile Pay,8.0,4.0,
1097,4/1/2026,Sunday,Parramatta,Iced Coffee,3.0,5.5,5.00,$15.68,$6.78,$8.90,Cash,6.0,4.0,
1098,4/1/2026,Sunday,Parramatta,Coffee,1.0,4.5,0.00,$4.50,$1.90,$2.60,Mobile Pay,7.0,5.0,
1099,4/1/2026,Sunday,Parramatta,Sandwich,2.0,9.5,5.00,$18.05,$6.65,$11.40,Cash,10.0,5.0,
1100,4/1/2026,Sunday,Chatswood,Coffee,1.0,4.5,0.00,$4.50,$2.26,$2.24,Mobile Pay,5.0,5.0,
1101,4/1/2026,Sunday,Chatswood,Muffin,1.0,5.0,0.00,$5.00,$2.68,$2.32,Card,10.0,5.0,
1102,4/1/2026,Sunday,Chatswood,Coffee,1.0,4.5,0.00,$4.50,$2.45,$2.05,Mobile Pay,3.0,4.0,
1103,4/1/2026,Sunday,Chatswood,Sandwich,2.0,9.5,5.00,$18.05,$7.97,$10.08,Card,7.0,5.0,
1104,4/1/2026,Sunday,Chatswood,Croissant,3.0,6.0,0.00,$18.00,$7.39,$10.61,Cash,8.0,4.0,
1105,4/1/2026,Sunday,Chatswood,Croissant,2.0,6.0,5.00,$11.40,$4.25,$7.15,Cash,10.0,5.0,
1106,4/1/2026,Sunday,Chatswood,Tea,1.0,4.0,0.00,$4.00,$1.41,$2.59,Cash,7.0,4.0,
1107,4/1/2026,Sunday,Chatswood,Tea,3.0,4.0,0.00,$12.00,$6.32,$5.68,Cash,5.0,4.0,
1108,5/1/2026,Monday,Sydney CBD,Tea,1.0,4.0,0.00,$4.00,$2.11,$1.89,Card,6.0,5.0,
1109,5/1/2026,Monday,Sydney CBD,Tea,1.0,4.0,0.00,$4.00,$1.70,$2.30,Cash,3.0,5.0,
1110,5/1/2026,Monday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$3.88,$5.62,Card,8.0,5.0,
1111,5/1/2026,Monday,Sydney CBD,Iced Coffee,1.0,5.5,0.00,$5.50,$2.77,$2.73,Cash,9.0,4.0,
1112,5/1/2026,Monday,Sydney CBD,Coffee,3.0,4.5,0.00,$13.50,$5.23,$8.27,Cash,8.0,4.0,
1113,5/1/2026,Monday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$5.08,$4.42,Cash,8.0,5.0,
1114,5/1/2026,Monday,Sydney CBD,Coffee,2.0,4.5,0.00,$9.00,$3.96,$5.04,Cash,6.0,5.0,
1115,5/1/2026,Monday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$3.64,$5.86,Cash,9.0,5.0,
1116,5/1/2026,Monday,Sydney CBD,Coffee,1.0,4.5,0.00,$4.50,$2.33,$2.17,Cash,9.0,5.0,
1117,5/1/2026,Monday,Sydney CBD,Iced Coffee,1.0,5.5,0.00,$5.50,$2.01,$3.49,Card,4.0,5.0,
1118,5/1/2026,Monday,Parramatta,Tea,2.0,4.0,0.00,$8.00,$4.09,$3.91,Mobile Pay,8.0,3.0,
1119,5/1/2026,Monday,Parramatta,Muffin,1.0,5.0,0.00,$5.00,$2.20,$2.80,Mobile Pay,7.0,5.0,
1120,5/1/2026,Monday,Parramatta,Muffin,1.0,5.0,0.00,$5.00,$2.15,$2.85,Cash,11.0,4.0,
1121,5/1/2026,Monday,Parramatta,Coffee,2.0,4.5,0.00,$9.00,$3.50,$5.50,Cash,9.0,4.0,
1122,5/1/2026,Monday,Parramatta,Croissant,1.0,6.0,5.00,$5.70,$2.78,$2.92,Cash,9.0,5.0,
1123,5/1/2026,Monday,Parramatta,Coffee,2.0,4.5,0.00,$9.00,$4.60,$4.40,Card,7.0,5.0,
1124,5/1/2026,Monday,Parramatta,Muffin,2.0,5.0,0.00,$10.00,$5.05,$4.95,Cash,8.0,5.0,
1125,5/1/2026,Monday,Chatswood,Iced Coffee,3.0,5.5,0.00,$16.50,$8.42,$8.08,Mobile Pay,8.0,5.0,
1126,5/1/2026,Monday,Chatswood,Iced Coffee,1.0,5.5,0.00,$5.50,$2.32,$3.18,Card,4.0,5.0,
1127,5/1/2026,Monday,Chatswood,Croissant,1.0,6.0,5.00,$5.70,$2.28,$3.42,Cash,8.0,5.0,
1128,5/1/2026,Monday,Chatswood,Iced Coffee,4.0,5.5,10.00,$19.80,$10.84,$8.96,Card,8.0,4.0,
1129,5/1/2026,Monday,Chatswood,Iced Coffee,1.0,5.5,0.00,$5.50,$2.71,$2.79,Mobile Pay,7.0,4.0,
1130,5/1/2026,Monday,Chatswood,Sandwich,1.0,9.5,0.00,$9.50,$4.80,$4.70,Cash,8.0,5.0,
1131,5/1/2026,Monday,Chatswood,Tea,1.0,4.0,0.00,$4.00,$1.60,$2.40,Card,6.0,4.0,
1132,5/1/2026,Monday,Chatswood,Iced Coffee,1.0,5.5,10.00,$4.95,$1.92,$3.03,Cash,10.0,3.0,
1133,6/1/2026,Tuesday,Sydney CBD,Croissant,1.0,6.0,0.00,$6.00,$2.22,$3.78,Card,7.0,3.0,
1134,6/1/2026,Tuesday,Sydney CBD,Muffin,3.0,5.0,0.00,$15.00,$6.13,$8.87,Card,8.0,4.0,
1135,6/1/2026,Tuesday,Sydney CBD,Croissant,4.0,6.0,0.00,$24.00,$12.86,$11.14,Cash,5.0,4.0,
1136,6/1/2026,Tuesday,Sydney CBD,Sandwich,3.0,9.5,0.00,$28.50,$13.37,$15.13,Card,11.0,5.0,
1137,6/1/2026,Tuesday,Sydney CBD,Coffee,1.0,4.5,0.00,$4.50,$1.76,$2.74,Card,6.0,5.0,
1138,6/1/2026,Tuesday,Sydney CBD,Coffee,2.0,4.5,0.00,$9.00,$3.82,$5.18,Card,9.0,5.0,
1139,6/1/2026,Tuesday,Sydney CBD,Iced Coffee,1.0,5.5,0.00,$5.50,$2.46,$3.04,Card,5.0,5.0,
1140,6/1/2026,Tuesday,Parramatta,Croissant,1.0,6.0,0.00,$6.00,$2.93,$3.07,Cash,10.0,4.0,
1141,6/1/2026,Tuesday,Parramatta,Sandwich,1.0,9.5,10.00,$8.55,$3.53,$5.02,Cash,6.0,4.0,
1142,6/1/2026,Tuesday,Parramatta,Sandwich,1.0,9.5,5.00,$9.03,$3.53,$5.50,Card,7.0,3.0,
1143,6/1/2026,Tuesday,Parramatta,Muffin,1.0,5.0,0.00,$5.00,$2.33,$2.67,Card,6.0,4.0,
1144,6/1/2026,Tuesday,Parramatta,Croissant,1.0,6.0,5.00,$5.70,$2.45,$3.25,Cash,11.0,5.0,
1145,6/1/2026,Tuesday,Parramatta,Sandwich,1.0,9.5,0.00,$9.50,$3.86,$5.64,Cash,3.0,4.0,
1146,6/1/2026,Tuesday,Parramatta,Iced Coffee,1.0,5.5,5.00,$5.22,$1.87,$3.35,Cash,7.0,5.0,
1147,6/1/2026,Tuesday,Parramatta,Coffee,2.0,4.5,0.00,$9.00,$3.31,$5.69,Mobile Pay,5.0,5.0,
1148,6/1/2026,Tuesday,Chatswood,Croissant,1.0,6.0,5.00,$5.70,$2.94,$2.76,Card,5.0,4.0,
1149,6/1/2026,Tuesday,Chatswood,Coffee,1.0,4.5,0.00,$4.50,$1.92,$2.58,Card,7.0,5.0,
1150,6/1/2026,Tuesday,Chatswood,Coffee,3.0,4.5,5.00,$12.82,$6.21,$6.61,Cash,7.0,5.0,
1151,6/1/2026,Tuesday,Chatswood,Coffee,1.0,4.5,0.00,$4.50,$2.34,$2.16,Card,7.0,4.0,
1152,6/1/2026,Tuesday,Chatswood,Muffin,1.0,5.0,0.00,$5.00,$2.25,$2.75,Card,5.0,4.0,
1153,6/1/2026,Tuesday,Chatswood,Croissant,4.0,6.0,0.00,$24.00,$10.54,$13.46,Cash,5.0,5.0,
1154,6/1/2026,Tuesday,Chatswood,Muffin,1.0,5.0,0.00,$5.00,$2.18,$2.82,Cash,5.0,3.0,
1155,7/1/2026,Wednesday,Sydney CBD,Croissant,2.0,6.0,0.00,$12.00,$4.51,$7.49,Card,10.0,5.0,
1156,7/1/2026,Wednesday,Sydney CBD,Coffee,2.0,4.5,10.00,$8.10,$3.89,$4.21,Card,5.0,5.0,
1157,7/1/2026,Wednesday,Sydney CBD,Coffee,4.0,4.5,5.00,$17.10,$8.77,$8.33,Card,8.0,5.0,
1158,7/1/2026,Wednesday,Sydney CBD,Sandwich,2.0,9.5,10.00,$17.10,$6.21,$10.89,Cash,13.0,4.0,
1159,7/1/2026,Wednesday,Sydney CBD,Iced Coffee,1.0,5.5,0.00,$5.50,$2.92,$2.58,Cash,7.0,5.0,
1160,7/1/2026,Wednesday,Sydney CBD,Iced Coffee,2.0,5.5,0.00,$11.00,$4.37,$6.63,Card,8.0,4.0,
1161,7/1/2026,Wednesday,Sydney CBD,Iced Coffee,1.0,5.5,0.00,$5.50,$2.23,$3.27,Cash,7.0,5.0,
1162,7/1/2026,Wednesday,Sydney CBD,Coffee,2.0,4.5,0.00,$9.00,$4.69,$4.31,Cash,8.0,5.0,
1163,7/1/2026,Wednesday,Sydney CBD,Croissant,1.0,6.0,5.00,$5.70,$3.02,$2.68,Mobile Pay,8.0,5.0,
1164,7/1/2026,Wednesday,Parramatta,Tea,1.0,4.0,0.00,$4.00,$1.52,$2.48,Card,8.0,4.0,
1165,7/1/2026,Wednesday,Parramatta,Muffin,1.0,5.0,0.00,$5.00,$2.71,$2.29,Mobile Pay,7.0,4.0,
1166,7/1/2026,Wednesday,Parramatta,Sandwich,3.0,9.5,5.00,$27.07,$13.52,$13.55,Cash,10.0,4.0,
1167,7/1/2026,Wednesday,Parramatta,Croissant,2.0,6.0,0.00,$12.00,$5.07,$6.93,Card,10.0,5.0,
1168,7/1/2026,Wednesday,Parramatta,Coffee,1.0,4.5,0.00,$4.50,$1.85,$2.65,Mobile Pay,7.0,5.0,
1169,7/1/2026,Wednesday,Parramatta,Iced Coffee,1.0,5.5,0.00,$5.50,$2.07,$3.43,Card,5.0,4.0,
1170,7/1/2026,Wednesday,Parramatta,Iced Coffee,2.0,5.5,0.00,$11.00,$3.99,$7.01,Mobile Pay,11.0,4.0,
1171,7/1/2026,Wednesday,Chatswood,Muffin,2.0,5.0,10.00,$9.00,$3.25,$5.75,Mobile Pay,10.0,5.0,
1172,7/1/2026,Wednesday,Chatswood,Muffin,2.0,5.0,0.00,$10.00,$4.49,$5.51,Card,4.0,4.0,
1173,7/1/2026,Wednesday,Chatswood,Coffee,1.0,4.5,0.00,$4.50,$1.74,$2.76,Mobile Pay,8.0,4.0,
1174,7/1/2026,Wednesday,Chatswood,Croissant,2.0,6.0,0.00,$12.00,$5.19,$6.81,Mobile Pay,12.0,5.0,
1175,7/1/2026,Wednesday,Chatswood,Croissant,2.0,6.0,0.00,$12.00,$5.67,$6.33,Mobile Pay,7.0,5.0,
1176,7/1/2026,Wednesday,Chatswood,Muffin,2.0,5.0,0.00,$10.00,$5.19,$4.81,Cash,8.0,5.0,
1177,7/1/2026,Wednesday,Chatswood,Coffee,2.0,4.5,0.00,$9.00,$3.56,$5.44,Cash,7.0,3.0,
1178,8/1/2026,Thursday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$4.62,$4.88,Mobile Pay,9.0,5.0,
1179,8/1/2026,Thursday,Sydney CBD,Tea,1.0,4.0,10.00,$3.60,$1.90,$1.70,Card,8.0,4.0,
1180,8/1/2026,Thursday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$5.06,$4.44,Cash,9.0,4.0,
1181,8/1/2026,Thursday,Sydney CBD,Tea,2.0,4.0,0.00,$8.00,$4.16,$3.84,Mobile Pay,11.0,5.0,
1182,8/1/2026,Thursday,Sydney CBD,Muffin,1.0,5.0,0.00,$5.00,$1.76,$3.24,Mobile Pay,5.0,3.0,
1183,8/1/2026,Thursday,Sydney CBD,Iced Coffee,2.0,5.5,0.00,$11.00,$4.32,$6.68,Card,7.0,5.0,
1184,8/1/2026,Thursday,Sydney CBD,Coffee,1.0,4.5,0.00,$4.50,$2.41,$2.09,Card,5.0,4.0,
1185,8/1/2026,Thursday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$4.64,$4.86,Card,6.0,5.0,
1186,8/1/2026,Thursday,Parramatta,Tea,1.0,4.0,10.00,$3.60,$1.64,$1.96,Mobile Pay,4.0,5.0,
1187,8/1/2026,Thursday,Parramatta,Muffin,1.0,5.0,0.00,$5.00,$1.86,$3.14,Mobile Pay,12.0,5.0,
1188,8/1/2026,Thursday,Parramatta,Coffee,2.0,4.5,0.00,$9.00,$3.67,$5.33,Card,7.0,3.0,
1189,8/1/2026,Thursday,Parramatta,Sandwich,1.0,9.5,0.00,$9.50,$4.13,$5.37,Mobile Pay,10.0,4.0,
1190,8/1/2026,Thursday,Parramatta,Tea,3.0,4.0,5.00,$11.40,$5.36,$6.04,Cash,6.0,5.0,
1191,8/1/2026,Thursday,Parramatta,Croissant,2.0,6.0,5.00,$11.40,$4.06,$7.34,Card,7.0,5.0,
1192,8/1/2026,Thursday,Parramatta,Croissant,2.0,6.0,5.00,$11.40,$5.88,$5.52,Cash,8.0,5.0,
1193,8/1/2026,Thursday,Parramatta,Iced Coffee,1.0,5.5,0.00,$5.50,$2.24,$3.26,Card,8.0,4.0,
1194,8/1/2026,Thursday,Chatswood,Sandwich,2.0,9.5,0.00,$19.00,$8.53,$10.47,Mobile Pay,7.0,4.0,
1195,8/1/2026,Thursday,Chatswood,Tea,2.0,4.0,0.00,$8.00,$4.10,$3.90,Mobile Pay,7.0,4.0,
1196,8/1/2026,Thursday,Chatswood,Coffee,1.0,4.5,15.00,$3.82,$1.77,$2.05,Cash,5.0,4.0,
1197,8/1/2026,Thursday,Chatswood,Tea,1.0,4.0,10.00,$3.60,$1.90,$1.70,Cash,6.0,5.0,
1198,8/1/2026,Thursday,Chatswood,Iced Coffee,1.0,5.5,0.00,$5.50,$2.52,$2.98,Mobile Pay,6.0,4.0,
1199,8/1/2026,Thursday,Chatswood,Iced Coffee,3.0,5.5,0.00,$16.50,$7.74,$8.76,Mobile Pay,7.0,3.0,
1200,8/1/2026,Thursday,Chatswood,Tea,1.0,4.0,10.00,$3.60,$1.58,$2.02,Cash,3.0,5.0,
1201,8/1/2026,Thursday,Chatswood,Iced Coffee,1.0,5.5,5.00,$5.22,$2.10,$3.12,Mobile Pay,8.0,5.0,
1202,9/1/2026,Friday,Sydney CBD,Croissant,1.0,6.0,0.00,$6.00,$2.94,$3.06,Card,10.0,5.0,
1203,9/1/2026,Friday,Sydney CBD,Sandwich,1.0,9.5,0.00,$9.50,$3.95,$5.55,Card,7.0,4.0,
1204,9/1/2026,Friday,Sydney CBD,Tea,4.0,4.0,0.00,$16.00,$5.93,$10.07,Card,6.0,5.0,
